書名,著者名,出版社,請求記号,ISBN,紀伊國屋
世界一素朴な質問、宇宙一美しい答え ー 世界の第一人者100人が100の質問に答える,ジェンマ・エルウィン・ハリス∥編、西田美緒子∥訳タイマタカシ∥絵,河出書房新社,033-ﾊ ,9784309252926,https://www.kinokuniya.co.jp/f/dsg-01-9784309252926
高校生と考える世界とつながる生き方,桐光学園中学校・高等学校∥編、桐光学園中学校・高等学校∥編,左右社,041-ﾄ ,9784865281422,https://www.kinokuniya.co.jp/f/dsg-01-9784865281422
生命（いのち）のことば,毎日新聞社∥編、高野山真言宗総本山金剛峯寺∥編安藤忠雄∥ほか著,毎日新聞出版,041-ﾏ ,9784620323824,https://www.kinokuniya.co.jp/f/dsg-01-9784620323824
世界不思議百科 ー 総集編,コリン・ウィルソン∥著、ダモン・ウィルソン∥著関口篤∥訳,青土社,049-ｳ ,9784791764945,https://www.kinokuniya.co.jp/f/dsg-01-9784791764945
半生の思想 河合ブックレット 21,最首悟著,河合文化教育研究所,049-ｻ ,4879999202,https://www.kinokuniya.co.jp/f/dsg-01-4879999202
ヘンな論文,サンキュータツオ∥著,KADOKAWA,049-ｻ ,9784046533418,https://www.kinokuniya.co.jp/f/dsg-01-9784046533418
生協の白石さん,白石昌則∥著,講談社,049-ｼ ,4062131676,https://www.kinokuniya.co.jp/f/dsg-01-4062131676
新種発見！こびと大研究,なばたとしたか∥さく,ロクリン社,049-ﾅ ,9784860955410,https://www.kinokuniya.co.jp/f/dsg-01-9784860955410
奇跡の論文図鑑 ー ありえないネタを、クリエイティブに！,NHK「ろんぶ～ん」制作班∥編著,NHK出版,049-ﾆ ,9784140818060,https://www.kinokuniya.co.jp/f/dsg-01-9784140818060
都道府県の持ちかた,バカリズム∥著,ポプラ社,049-ﾊﾞ ,9784591121283,https://www.kinokuniya.co.jp/f/dsg-01-9784591121283
本人伝説,南伸坊∥著、南文子∥写真,文芸春秋,049-ﾐ ,9784163754000,https://www.kinokuniya.co.jp/f/dsg-01-9784163754000
幻の王朝から現代都市へ ハイ・イメージの横断 河合ブックレット 12,吉本隆明著,河合文化教育研究所,049-ﾖ ,4879999113,https://www.kinokuniya.co.jp/f/dsg-01-4879999113
anmitsu book,『anmitsu』編集部∥著,フリースタイル,051-ｱ ,9784939138393,https://www.kinokuniya.co.jp/f/dsg-01-9784939138393
兵士のアイドル ー 幻の慰問雑誌に見るもうひとつの戦争,押田信子∥著,旬報社,051-ｵ ,9784845114665,https://www.kinokuniya.co.jp/f/dsg-01-9784845114665
girls ZINE ー つくる、つながるジンの楽しみ,,ビー・エヌ・エヌ新社,051-ｶﾞ ,9784861008283,https://www.kinokuniya.co.jp/f/dsg-01-9784861008283
野中モモの「ZINE」小さなわたしのメディアを作る,野中モモ∥著,晶文社,051-ﾉ ,9784794971715,https://www.kinokuniya.co.jp/f/dsg-01-9784794971715
TOKYO大学博物館ガイド,大坪覚∥著,ブルース・インターアクションズ,069-ｵ ,9784860203498,https://www.kinokuniya.co.jp/f/dsg-01-9784860203498
世界の博物館 ー 世界の博物館事典 地球と人類の全遺産,鶴田総一郎∥編,講談社,069-ｾ 別巻,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー アメリカ歴史技術博物館 フロンティアとアメリカ文明,加藤秀俊∥編,講談社,069-ｾ 1,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー ワシントン航空宇宙博物館 宇宙船と空に挑んだ歴史,佐貫亦男∥編,講談社,069-ｾ 2,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー メトロポリタン博物館 文明の継承者アメリカ,友部直∥編,講談社,069-ｾ 3,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー ニューヨーク自然史博物館 恐竜と大自然の驚異,斎藤常正∥編,講談社,069-ｾ 4,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー メキシコ国立人類学博物館 太陽の国マヤ・アステカの文明,増田義郎∥編,講談社,069-ｾ 5,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー 大英博物館 秘宝と人類文化の遺産,三上次男∥編杉山二郎∥編,講談社,069-ｾ 6,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー ビクトリア王室博物館 ヨーロッパの伝統工芸とインテリア,前田正明∥編,講談社,069-ｾ 7,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー ロンドン科学博物館 蒸気機関車と機械文明の夜明け,渡辺正雄∥編,講談社,069-ｾ 8,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー ヨーロッパ自然史博物館 化石と生物の神秘,小畠郁生∥編,講談社,069-ｾ 9,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー ルーブル博物館 栄光あるフランス文化の伝統,吉川逸治∥編堀米庸三∥編,講談社,069-ｾ 10,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー ミュンヘン科学博物館 自動車とドイツ科学技術の粋,高橋雄造∥編,講談社,069-ｾ 11,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー ベルリン世界民族博物館 神像と自然を崇める人びと,佐々木高明∥編,講談社,069-ｾ 12,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー エルミタージュ博物館 古代文明と絢爛の宮廷文化,加藤九祚∥編,講談社,069-ｾ 13,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー スウェーデン・デンマーク野外歴史博物館 神話伝説と北欧の民家,杉本尚次∥編岡崎晋∥編,講談社,069-ｾ 14,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー レオナルド・ダ・ビンチ博物館 万能の天才とルネサンス文明,青木国夫∥編,講談社,069-ｾ 15,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー スペイン・ポルトガル博物館 地中海文明の精華,神吉敬三∥編,講談社,069-ｾ 16,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー エジプト博物館 ファラオとナイル川五〇〇〇年の歴史,川村喜一∥編,講談社,069-ｾ 17,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー シリア国立博物館 オリエント文明の源流,増田精一∥編杉村棟∥編,講談社,069-ｾ 18,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー シルクロード博物館 壮大なる東西文明交流のるつぼ,宮治昭∥編モタメディ遥子∥編,講談社,069-ｾ 19,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー インド国立博物館 染織と多彩な宗教美の世界,町田甲一∥編,講談社,069-ｾ 20,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー 故宮博物院 紫禁城と中国四〇〇〇年の文物,樋口隆康∥編,講談社,069-ｾ 21,,https://www.kinokuniya.co.jp/f/dsg-01-
世界の博物館 ー 国立民族学博物館 諸民族の文化と相互理解,梅棹忠夫∥編祖父江孝男∥編,講談社,069-ｾ 22,,https://www.kinokuniya.co.jp/f/dsg-01-
平和博物館・戦争資料館ガイドブック,歴史教育者協議会∥編,青木書店,069-ﾚ ,4250204200,https://www.kinokuniya.co.jp/f/dsg-01-4250204200
新聞力,青木彰∥著,東京新聞出版局,070-ｱ ,4808307979,https://www.kinokuniya.co.jp/f/dsg-01-4808307979
「報道加害」の現場を歩く,浅野健一∥著,社会評論社,070-ｱ ,4784514341,https://www.kinokuniya.co.jp/f/dsg-01-4784514341
メディア「凶乱（フレンジー）」 ー 報道加害と冤罪の構造を撃つ,浅野健一∥著,社会評論社,070-ｱ ,9784784514656,https://www.kinokuniya.co.jp/f/dsg-01-9784784514656
たたかう新聞 「ハンギョレ」の12年 岩波ブックレット no．526,伊藤千尋［著］,岩波書店,070-ｲ ,400009226X,https://www.kinokuniya.co.jp/f/dsg-01-400009226X
憲法から考える実名犯罪報道,飯島滋明∥編著,現代人文社,070-ｲ ,9784877985523,https://www.kinokuniya.co.jp/f/dsg-01-9784877985523
番犬の流儀 ー 東京新聞記者・市川隆太の仕事,市川隆太∥著、東京新聞市川隆太遺稿集編纂委員会∥編,明石書店,070-ｲ ,9784750342153,https://www.kinokuniya.co.jp/f/dsg-01-9784750342153
新聞の読み方 ー 考える力と情報力が身につく,池上彰∥著,祥伝社,070-ｲ ,9784396617042,https://www.kinokuniya.co.jp/f/dsg-01-9784396617042
？が！に変わるとき ー 新聞記者、ワクワクする,小国綾子∥著,汐文社,070-ｵ ,9784811321356,https://www.kinokuniya.co.jp/f/dsg-01-9784811321356
すべての新聞は「偏って」いる ー ホンネと数字のメディア論,荻上チキ∥著,扶桑社,070-ｵ ,9784594078706,https://www.kinokuniya.co.jp/f/dsg-01-9784594078706
記者たちは海に向かった ー 津波と放射能と福島民友新聞,門田隆将∥著,KADOKAWA,070-ｶ ,9784041107348,https://www.kinokuniya.co.jp/f/dsg-01-9784041107348
スポーツ記者を追いかけろ,岸尾祐二∥著,リブリオ出版,070-ｷ ,4897843669,https://www.kinokuniya.co.jp/f/dsg-01-4897843669
報道は何を学んだのか 松本サリン事件以後のメディアと世論 岩波ブックレット no．636,河野義行［ほか著］,岩波書店,070-ｺ ,4000093363,https://www.kinokuniya.co.jp/f/dsg-01-4000093363
誤報と虚報 “幻の特ダネ”はなぜ？ 岩波ブックレット no．154,後藤文康［著］,岩波書店,070-ｺ ,4000030949,https://www.kinokuniya.co.jp/f/dsg-01-4000030949
命を危険にさらして ー 5人の女性戦場ジャーナリストの証言,マリーヌ・ジャックマン∥著、アンヌ・バリエール∥著パトリシア・アレモニエール∥著リズロン・ブドゥル∥著アンヌ＝クレール・クードレイ∥著遠藤ゆかり∥訳,創元社,070-ｼﾞ ,9784422360126,https://www.kinokuniya.co.jp/f/dsg-01-9784422360126
ニュースがまちがった日 ー 高校生が追った松本サリン事件報道、そして十年,林直哉∥著、松本美須々ケ丘高校・放送部∥著,太郎次郎社エディタス,070-ﾊ ,4811807146,https://www.kinokuniya.co.jp/f/dsg-01-4811807146
本と新聞 再販制度を考える 岩波ブックレット no．384,原寿雄［ほか著］,岩波書店,070-ﾊ ,4000033247,https://www.kinokuniya.co.jp/f/dsg-01-4000033247
安倍政権とジャーナリズムの覚悟,原寿雄∥著,岩波書店,070-ﾊ ,9784002709239,https://www.kinokuniya.co.jp/f/dsg-01-9784002709239
芸人式新聞の読み方,プチ鹿島∥著,幻冬舎,070-ﾌﾟ ,9784344030855,https://www.kinokuniya.co.jp/f/dsg-01-9784344030855
報道現場,朝日新聞社ジャーナリスト学校慶應義塾大学メディア・コミュニケーション研究所【編】,慶應義塾大学出版会,070-ﾎ ,9784152091314,https://www.kinokuniya.co.jp/f/dsg-01-9784152091314
写真で伝える仕事 ー 世界の子どもたちと向き合って,安田菜津紀∥著,日本写真企画,070-ﾔ ,9784865620450,https://www.kinokuniya.co.jp/f/dsg-01-9784865620450
図解「哲学」は図で考えると面白い ー はじめての思考の手引き,白取春彦∥監修,青春出版社,100-ｼ ,441300678X,https://www.kinokuniya.co.jp/f/dsg-01-441300678X
4コマ哲学教室,南部ヤスヒロ∥著、相原コージ∥著,イースト・プレス,100-ﾅ ,4872576519,https://www.kinokuniya.co.jp/f/dsg-01-4872576519
図解哲学のことが面白いほどわかる本 ー 本当のことがホントにわかる！,浜田正∥著,中経出版,100-ﾊ ,4806113123,https://www.kinokuniya.co.jp/f/dsg-01-4806113123
14歳からの哲学 ー 考えるための教科書,池田晶子∥著,トランスビュー,104-ｲ ,4901510142,https://www.kinokuniya.co.jp/f/dsg-01-4901510142
14歳の君へ ー どう考えどう生きるか,池田晶子∥著,毎日新聞社,104-ｲ ,4620317888,https://www.kinokuniya.co.jp/f/dsg-01-4620317888
子どもの難問 ー 哲学者の先生、教えてください！,野矢茂樹∥編著,中央公論新社,104-ﾉ ,9784120045585,https://www.kinokuniya.co.jp/f/dsg-01-9784120045585
てつがくこじんじゅぎょう ー 〈殺し文句〉から入る哲学入門,鷲田清一∥著、永江朗∥著,バジリコ,104-ﾜ ,9784862380685,https://www.kinokuniya.co.jp/f/dsg-01-9784862380685
「待つ」ということ,鷲田清一∥著,角川学芸出版,104-ﾜ ,4047033960,https://www.kinokuniya.co.jp/f/dsg-01-4047033960
ちくま哲学の森 ー 定義集,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 別巻,4480300090,https://www.kinokuniya.co.jp/f/dsg-01-4480300090
ちくま哲学の森 ー 恋の歌,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 1,4480300015,https://www.kinokuniya.co.jp/f/dsg-01-4480300015
ちくま哲学の森 ー いのちの書,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 2,4480300023,https://www.kinokuniya.co.jp/f/dsg-01-4480300023
ちくま哲学の森 ー 悪の哲学,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 3,4480300031,https://www.kinokuniya.co.jp/f/dsg-01-4480300031
ちくま哲学の森 ー 世界を見る,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 4,448030004X,https://www.kinokuniya.co.jp/f/dsg-01-448030004X
ちくま哲学の森 ー 自然と人生,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 5,4480300058,https://www.kinokuniya.co.jp/f/dsg-01-4480300058
ちくま哲学の森 ー 詩と真実,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 6,4480300066,https://www.kinokuniya.co.jp/f/dsg-01-4480300066
ちくま哲学の森 ー 驚くこころ,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 7,4480300074,https://www.kinokuniya.co.jp/f/dsg-01-4480300074
ちくま哲学の森 ー 生きる技術,鶴見俊輔∥ほか編,筑摩書房,108-ﾂ 8,4480300082,https://www.kinokuniya.co.jp/f/dsg-01-4480300082
思想の現在 実存主義・構造主義・ポスト構造主義 河合ブックレット 10,今村仁司著,河合文化教育研究所,110-ｲ ,4879999091,https://www.kinokuniya.co.jp/f/dsg-01-4879999091
いのちの場所,内山節∥著,岩波書店,114-ｳ ,9784000287302,https://www.kinokuniya.co.jp/f/dsg-01-9784000287302
死ぬときに後悔すること25 ー 1000人の死を見届けた終末期医療の専門家が書いた,大津秀一∥著,致知出版社,114-ｵ ,9784884748524,https://www.kinokuniya.co.jp/f/dsg-01-9784884748524
死に方上手,鎌田實∥著、山折哲雄∥著嵐山光三郎∥著加藤登紀子∥著村上信夫∥著,岩波書店,114-ｶ ,9784000094320,https://www.kinokuniya.co.jp/f/dsg-01-9784000094320
1％の力,鎌田実∥著,河出書房新社,114-ｶ ,9784309023229,https://www.kinokuniya.co.jp/f/dsg-01-9784309023229
「死」とは何か ー イェール大学で23年連続の人気講義,シェリー・ケーガン∥著、柴田裕之∥訳,文響社,114-ｹ ,9784866510774,https://www.kinokuniya.co.jp/f/dsg-01-9784866510774
人間を究める,松尾豊∥著、長谷川眞理子∥著廣野由美子∥著スタディサプリ進路∥編,ポプラ社,114-ﾏ ,9784591165768,https://www.kinokuniya.co.jp/f/dsg-01-9784591165768
死にカタログ,寄藤文平∥著,大和書房,114-ﾖ ,4479391274,https://www.kinokuniya.co.jp/f/dsg-01-4479391274
論理学,野矢茂樹∥著,東京大学出版会,116-ﾉ ,4130120530,https://www.kinokuniya.co.jp/f/dsg-01-4130120530
日本人は何を考えてきたのか ー 日本の思想1300年を読みなおす,齋藤孝∥著,祥伝社,121-ｻ ,9784396615567,https://www.kinokuniya.co.jp/f/dsg-01-9784396615567
維新と敗戦 ー 学びなおし近代日本思想史,先崎彰容∥著,晶文社,121-ｾ ,9784794970534,https://www.kinokuniya.co.jp/f/dsg-01-9784794970534
